Time,TAIEX,Non-Finance Sub-index,Non-Electronics Sub-index,Non-Finance Non-Electronics Sub-Index,Cement,Food,Plastic,Textile,Electric Machinery,Electrical and Cable,"Chemical, Biotechnology, and Medical Care",Chemical,Biotechnology and Medical Care,Glass and Ceramic,Paper and Pulp,Iron and Steel,Rubber,Automobile,Electronics,Semiconductor,Computer and Peripheral Equipment,Optoelectronic,Communications and Internet,Electronic Parts/Components,Electronic Products Distribution,Information Service,Other Electronic,Building Material and Construction,Shipping and Transportation,Tourism,Finance and Insurance,Department Stores,"Oil, Gas and Electricity",Other
11:42:15 AM,17554.73,"15,015.33","20,528.14","16,819.40",193.75,"1,870.73",292.37,595.16,235.2,87.46,123.9,153.9,66.94,65.14,386.91,187.43,279.75,321.37,815.59,403.19,140.85,38.23,136.97,188.9,205.93,130.61,98.57,379.33,265.25,96.17,"1,883.97",311.23,122.91,388.44
11:42:20 AM,17555.2,"15,015.55","20,528.82","16,819.30",193.75,"1,869.28",292.37,595.16,235.24,87.46,123.9,153.9,66.94,65.14,386.91,187.55,279.6,321.4,815.61,403.2,140.85,38.24,136.97,188.9,205.93,130.61,98.57,379.33,265.21,96.17,"1,884.19",311.23,122.91,388.44
11:42:25 AM,17555.32,"15,016.19","20,526.81","16,818.80",193.75,"1,869.28",292.37,595.16,235.24,87.46,123.89,153.89,66.93,65.14,386.91,187.42,279.6,321.4,815.67,403.24,140.86,38.24,136.99,188.9,205.93,130.6,98.57,379.33,265.19,96.17,"1,883.73",311.23,122.91,388.58
11:42:30 AM,17545.18,"15,006.11","20,527.35","16,818.83",193.86,"1,868.92",292.4,595.16,235.27,87.46,123.89,153.89,66.93,65.14,386.91,187.43,279.6,321.4,814.88,402.7,140.87,38.25,136.74,188.89,205.93,130.6,98.57,379.33,265.24,96.17,"1,883.88",311.21,122.91,388.41
11:42:35 AM,17553.74,"15,014.22","20,528.28","16,819.00",193.86,"1,868.92",292.4,595.16,235.27,87.46,123.89,153.89,66.93,65.14,386.91,187.43,279.6,321.4,815.51,403.19,140.87,38.25,136.71,188.89,205.91,130.6,98.57,379.3,265.24,96.17,"1,884.11",311.23,122.91,388.45
11:42:40 AM,17553.71,"15,013.68","20,524.16","16,812.25",193.86,"1,868.92",291.96,595.16,235.27,87.45,123.89,153.89,66.93,65.14,386.91,187.42,279.6,321.4,815.62,403.19,140.89,38.25,136.97,188.89,205.91,130.6,98.57,379.3,264.93,96.17,"1,884.55",311.23,122.91,388.45
11:42:45 AM,17553.87,"15,013.75","20,524.32","16,812.11",193.86,"1,868.92",291.96,595.16,235.27,87.46,123.9,153.91,66.93,65.14,386.91,187.42,279.6,321.39,815.62,403.2,140.91,38.24,136.97,188.89,205.92,130.6,98.57,379.29,264.92,96.14,"1,884.63",311.21,122.91,388.45
11:42:50 AM,17553.37,"15,013.56","20,523.45","16,812.15",193.75,"1,869.28",291.96,595.16,235.25,87.47,123.89,153.9,66.93,65.14,386.91,187.43,279.6,321.42,815.61,403.2,140.86,38.24,136.97,188.9,205.92,130.6,98.57,379.29,264.93,96.14,"1,884.37",311.21,122.91,388.46
11:42:55 AM,17553.92,"15,014.09","20,523.76","16,812.53",193.75,"1,869.30",291.96,595.16,235.25,87.47,123.89,153.9,66.93,65.14,386.91,187.43,279.6,321.42,815.64,403.19,140.89,38.26,137.01,188.9,205.92,130.6,98.57,379.24,264.97,96.14,"1,884.37",311.23,122.91,388.46
11:43:00 AM,17555.06,"15,014.53","20,525.79","16,812.51",193.75,"1,869.30",291.96,595.16,235.24,87.47,123.91,153.93,66.93,65.14,387.15,187.42,279.6,321.42,815.68,403.24,140.89,38.26,137,188.85,205.92,130.6,98.57,379.28,264.95,96.14,"1,884.96",311.23,122.91,388.46
11:43:05 AM,17557.74,"15,017.06","20,526.13","16,812.61",193.75,"1,869.30",291.96,595.16,235.24,87.46,123.92,153.95,66.93,65.14,387.15,187.41,279.64,321.42,815.87,403.27,140.91,38.24,137,188.85,205.92,130.6,98.87,379.28,264.95,96.14,"1,885.04",311.23,122.91,388.46
11:43:10 AM,17556.12,"15,015.48","20,524.58","16,810.75",193.75,"1,869.30",291.85,595.16,235.24,87.44,123.91,153.94,66.92,65.14,387.15,187.41,279.64,321.42,815.79,403.27,140.91,38.24,136.75,188.87,205.92,130.6,98.87,379.28,264.95,96.14,"1,885.04",310.98,122.91,388.43
11:43:15 AM,17556.09,"15,015.45","20,524.67","16,810.86",193.75,"1,869.37",291.85,595.17,235.24,87.44,123.9,153.94,66.91,65.14,387.15,187.41,279.64,321.42,815.78,403.2,140.91,38.24,137,188.86,205.85,130.6,98.87,379.28,264.95,96.14,"1,885.04",310.98,122.91,388.46
11:43:20 AM,17555.98,"15,015.34","20,524.05","16,810.12",193.64,"1,869.37",291.85,595.17,235.24,87.44,123.9,153.94,66.91,65.14,387.15,187.41,279.64,321.4,815.79,403.24,140.91,38.24,136.89,188.83,205.85,130.6,98.88,379.28,264.92,96.14,"1,885.04",310.96,122.91,388.47
11:43:25 AM,17546.26,"15,006.44","20,522.94","16,810.93",193.64,"1,870.82",291.85,595.17,235.24,87.44,123.9,153.94,66.91,65.13,387.15,187.41,279.64,321.4,815.07,402.69,140.89,38.25,136.89,188.84,205.85,130.6,98.88,379.28,264.93,96.14,"1,884.51",310.96,122.91,388.47
11:43:30 AM,17553.66,"15,013.84","20,522.47","16,810.98",193.64,"1,870.82",291.85,595.17,235.24,87.44,123.9,153.94,66.91,65.13,387.15,187.41,279.64,321.39,815.66,403.19,140.93,38.25,136.63,188.84,205.92,130.6,98.88,379.28,264.94,96.14,"1,884.37",310.96,122.91,388.46
11:43:35 AM,17545.66,"15,005.84","20,523.09","16,811.09",193.75,"1,870.82",291.82,595.17,235.24,87.44,123.9,153.94,66.91,65.13,387.15,187.42,279.64,321.39,815.02,402.73,140.93,38.25,136.63,188.76,205.91,130.6,98.88,379.28,264.93,96.14,"1,884.52",310.96,122.91,388.46
11:43:40 AM,17553.5,"15,013.59","20,525.39","16,814.13",193.75,"1,870.82",291.82,595.17,235.24,87.45,123.89,153.92,66.91,65.13,387.15,187.42,279.64,321.39,815.57,403.21,140.93,38.25,136.89,188.76,205.91,130.6,98.57,379.28,265.25,96.14,"1,884.45",310.96,122.91,388.47
11:43:45 AM,17554.45,"15,014.20","20,527.68","16,815.73",193.75,"1,870.75",291.93,595.17,235.29,87.45,123.89,153.93,66.91,65.13,387.15,187.4,279.64,321.41,815.58,403.26,140.88,38.22,136.87,188.76,205.83,130.6,98.57,379.28,265.28,96.14,"1,884.73",310.96,122.91,388.52
11:43:50 AM,17555.34,"15,015.07","20,528.27","16,816.41",193.75,"1,870.75",291.93,595.17,235.29,87.46,123.88,153.9,66.91,65.13,387.15,187.27,279.72,321.36,815.63,403.26,140.91,38.22,136.86,188.86,205.83,130.6,98.57,379.28,265.45,96.14,"1,884.74",310.96,122.91,388.52
11:43:55 AM,17546.03,"15,006.16","20,527.55","16,816.24",193.75,"1,870.75",291.93,595.08,235.29,87.46,123.88,153.9,66.91,65.13,387.15,187.27,279.72,321.37,814.94,402.71,140.9,38.22,136.86,188.9,205.83,130.58,98.57,379.3,265.44,96.14,"1,884.57",310.96,122.91,388.52
11:44:00 AM,17545.07,"15,005.16","20,523.56","16,811.24",193.75,"1,870.75",291.93,595.22,235.29,87.47,123.88,153.9,66.9,65.13,387.15,187.26,279.69,321.37,814.97,402.74,140.88,38.22,136.86,188.93,205.83,130.58,98.57,379.27,264.93,96.14,"1,884.62",310.96,122.91,388.52
11:44:05 AM,17545.42,"15,005.61","20,525.22","16,813.63",193.75,"1,870.75",291.92,595.34,235.29,87.47,123.88,153.92,66.9,65.13,387.15,187.27,279.69,321.42,814.95,402.71,140.93,38.22,136.86,188.91,205.91,130.58,98.57,379.28,265.25,96.14,"1,884.52",310.96,122.79,388.52
11:44:10 AM,17547.44,"15,007.10","20,526.59","16,813.52",193.75,"1,872.20",291.83,595.34,235.3,87.47,123.88,153.91,66.9,65.13,387.13,187.27,279.69,321.37,815.07,402.81,140.88,38.22,136.98,188.84,205.91,130.58,98.57,379.31,265.25,96.14,"1,884.95",310.96,122.79,388.52
11:44:15 AM,17557.48,"15,017.22","20,525.72","16,813.59",193.75,"1,872.20",291.83,595.35,235.31,87.48,123.89,153.92,66.91,65.13,387.11,187.26,279.69,321.37,815.87,403.27,140.88,38.22,136.98,188.88,205.91,130.58,98.89,379.32,265.25,96.15,"1,884.68",310.96,122.79,388.52
11:44:20 AM,17556.31,"15,015.57","20,527.37","16,813.74",193.75,"1,872.20",291.84,595.35,235.31,87.48,123.89,153.92,66.91,65.13,387.11,187.27,279.69,321.37,815.73,403.3,140.91,38.22,136.98,188.85,205.91,130.58,98.57,379.32,265.25,96.14,"1,885.12",310.96,122.79,388.52
11:44:25 AM,17559.05,"15,018.25","20,527.21","16,813.56",193.75,"1,872.20",291.84,595.35,235.22,87.48,123.91,153.93,66.94,65.13,387.11,187.28,279.69,321.37,815.95,403.3,140.92,38.24,137,188.89,205.91,130.58,98.89,379.32,265.25,96.14,"1,885.12",310.96,122.79,388.51
11:44:30 AM,17557.88,"15,017.35","20,528.71","16,816.24",193.75,"1,872.20",291.84,595.35,235.22,87.48,123.91,153.93,66.94,65.13,387.11,187.26,279.69,321.37,815.82,403.29,140.91,38.23,136.72,188.89,205.91,130.58,98.89,379.33,265.31,96.14,"1,884.90",310.96,123.03,388.51
11:44:35 AM,17547.56,"15,007.61","20,526.90","16,815.33",193.75,"1,872.20",291.72,595.35,235.22,87.48,123.92,153.93,66.94,65.13,387.11,187.28,279.69,321.37,815.07,402.78,140.93,38.23,136.97,188.89,205.91,130.58,98.55,379.33,265.3,96.14,"1,884.60",310.96,123.03,388.51
11:44:40 AM,17548.1,"15,008.52","20,525.41","16,814.89",193.75,"1,872.20",291.72,595.35,235.22,87.47,123.93,153.95,66.94,65.14,387.11,187.26,279.69,321.37,815.15,402.79,140.96,38.26,136.98,188.97,205.91,130.58,98.55,379.33,265.27,96.14,"1,884.27",310.96,123.03,388.51
11:44:45 AM,17548.87,"15,009.38","20,528.21","16,818.63",193.75,"1,872.20",292.16,595.36,235.22,87.47,123.93,153.96,66.94,65.14,387.11,187.26,279.69,321.37,815.14,402.78,140.96,38.24,136.98,188.98,205.91,130.58,98.55,379.33,265.27,96.14,"1,884.17",310.96,123.03,388.51
11:44:50 AM,17556.68,"15,016.90","20,528.70","16,818.84",193.75,"1,872.26",292.17,595.36,235.22,87.47,123.93,153.96,66.93,65.14,387.11,187.28,279.69,321.37,815.73,403.24,140.96,38.23,136.99,189,205.84,130.58,98.55,379.3,265.3,96.14,"1,884.27",310.96,123.03,388.48
11:44:55 AM,17556.23,"15,016.36","20,528.70","16,818.48",193.75,"1,872.24",292.17,595.36,235.22,87.47,123.92,153.95,66.93,65.14,387.11,187.26,279.69,321.39,815.69,403.22,140.94,38.22,136.99,188.99,205.84,130.58,98.55,379.32,265.27,96.14,"1,884.36",310.96,123.03,388.48
11:45:00 AM,17548.32,"15,008.15","20,530.30","16,818.68",193.75,"1,872.24",292.19,595.36,235.18,87.47,123.92,153.95,66.93,65.14,387.11,187.26,279.69,321.39,815.04,402.73,140.92,38.22,136.99,188.99,205.84,130.58,98.55,379.32,265.27,96.14,"1,884.77",310.96,123.03,388.5
11:45:05 AM,17549.86,"15,009.89","20,527.13","16,815.70",193.75,"1,872.24",291.75,595.36,235.24,87.47,123.92,153.95,66.93,65.14,387.1,187.28,279.69,321.39,815.24,402.75,140.96,38.22,136.99,188.96,205.92,130.58,98.87,379.37,265.3,96.14,"1,884.58",310.96,123.03,388.5
11:45:10 AM,17559.13,"15,018.72","20,531.18","16,819.72",193.75,"1,872.24",292.19,595.34,235.27,87.54,123.91,153.93,66.93,65.14,387.1,187.26,279.69,321.39,815.85,403.22,140.93,38.22,137.01,188.95,205.92,130.58,98.87,379.37,265.3,96.14,"1,884.77",310.96,123.03,388.54
11:45:15 AM,17549.41,"15,009.76","20,524.74","16,813.99",193.75,"1,872.24",291.75,595.34,235.2,87.55,123.93,153.97,66.93,65.14,387.1,187.4,279.69,321.39,815.27,402.75,140.95,38.22,137.03,189,205.92,130.58,98.87,379.37,265,96.14,"1,884.30",310.96,123.02,388.54
11:45:20 AM,17557.82,"15,017.63","20,526.13","16,814.38",193.75,"1,872.24",291.75,595.34,235.2,87.55,123.95,154,66.93,65.14,387.1,187.27,279.69,321.42,815.88,403.21,140.92,38.24,137.01,189,205.92,130.58,98.88,379.35,265.12,96.14,"1,884.61",310.96,123.02,388.54
11:45:25 AM,17547.74,"15,008.02","20,525.32","16,814.26",193.75,"1,872.24",291.85,595.34,235.23,87.56,123.95,154.02,66.93,65.14,387.1,187.27,279.69,321.42,815.13,402.72,140.91,38.23,136.66,189.08,205.85,130.58,98.89,379.38,265,96.14,"1,884.40",310.96,123.02,388.54
11:45:30 AM,17547.82,"15,007.83","20,526.59","16,814.79",193.75,"1,872.24",291.86,595.2,235.23,87.56,123.95,154.02,66.93,65.14,387.24,187.4,279.69,321.39,815.1,402.71,140.95,38.23,136.64,189,205.86,130.58,98.89,379.35,265,96.14,"1,884.64",310.96,123.02,388.49
11:45:35 AM,17549.51,"15,009.74","20,526.76","16,815.95",193.75,"1,872.24",291.86,595.2,235.27,87.56,123.96,154.02,66.94,65.14,387.1,187.26,279.69,321.39,815.22,402.72,140.94,38.23,137.02,188.96,205.86,130.58,98.89,379.4,265.19,96.14,"1,884.40",310.96,123.02,388.49
11:45:40 AM,17557.26,"15,017.53","20,524.35","16,813.86",193.75,"1,872.24",291.86,595.2,235.27,87.56,123.95,154.01,66.94,65.14,387.1,187.26,279.69,321.39,815.88,403.22,140.91,38.25,137.02,188.95,205.86,130.58,98.89,379.36,264.99,96.14,"1,884.21",310.96,123.02,388.52
11:45:45 AM,17548.58,"15,009.35","20,522.47","16,812.71",193.75,"1,870.79",291.86,594.8,235.29,87.56,123.94,153.97,66.94,65.14,387.1,187.26,279.69,321.39,815.26,402.73,140.94,38.25,137.02,189,205.86,130.58,98.89,379.36,264.99,96.14,"1,883.95",310.96,123.02,388.52
11:45:50 AM,17547.86,"15,008.13","20,524.78","16,813.57",193.75,"1,870.91",291.86,594.83,235.31,87.56,123.93,153.96,66.94,65.15,387.1,187.39,279.69,321.39,815.15,402.77,140.93,38.26,137.02,189,205.85,130.58,98.57,379.36,264.96,96.14,"1,884.41",310.96,123.02,388.52
11:45:55 AM,17546.24,"15,006.75","20,523.20","16,812.44",193.75,"1,870.91",291.75,594.83,235.31,87.56,123.92,153.94,66.94,65.15,387.1,187.28,279.69,321.39,815.07,402.71,140.9,38.25,137.02,189.01,205.85,130.58,98.57,379.36,265.03,96.14,"1,884.22",310.96,123.02,388.52
11:46:00 AM,17547.83,"15,008.11","20,526.29","16,815.44",193.75,"1,870.91",291.75,594.83,235.31,87.56,123.92,153.95,66.94,65.15,387.1,187.29,279.69,321.39,815.11,402.73,140.94,38.26,137.02,189.01,205.85,130.58,98.57,379.36,265.33,96.14,"1,884.39",310.96,123.02,388.51
11:46:05 AM,17547.05,"15,008.01","20,524.53","16,815.75",193.75,"1,870.84",291.75,594.91,235.31,87.56,123.93,153.97,66.94,65.15,387.1,187.28,279.83,321.42,815.09,402.73,140.88,38.26,137.02,189.01,205.93,130.58,98.57,379.36,265.27,96.14,"1,883.81",311.21,123.02,388.51
11:46:10 AM,17555.81,"15,016.45","20,525.20","16,816.09",193.75,"1,870.73",291.72,595.05,235.29,87.56,123.93,153.97,66.94,65.15,386.98,187.28,279.83,321.42,815.75,403.23,140.91,38.26,137.02,189.01,205.93,130.58,98.57,379.41,265.32,96.14,"1,883.92",311.21,123.02,388.51
11:46:15 AM,17558.31,"15,018.67","20,525.55","16,815.73",193.75,"1,870.73",291.72,595.05,235.29,87.56,123.91,153.97,66.91,65.15,386.98,187.28,279.83,321.42,815.93,403.23,140.91,38.26,137.02,189.04,205.93,130.58,98.89,379.41,265.32,96.14,"1,884.11",311.21,123.02,388.47
11:46:20 AM,17559.64,"15,020.10","20,526.90","16,817.81",193.75,"1,870.73",291.72,595.05,235.29,87.56,123.91,153.97,66.91,65.15,386.98,187.3,279.83,321.42,816,403.25,140.9,38.26,137.02,189.13,205.93,130.58,98.89,379.39,265.53,96.14,"1,883.99",311.21,123.02,388.47
11:46:25 AM,17550.62,"15,011.26","20,527.57","16,818.48",193.75,"1,870.73",291.73,595.05,235.29,87.56,123.91,153.96,66.91,65.15,386.98,187.42,279.83,321.42,815.29,402.75,140.9,38.24,137.02,189.04,205.93,130.58,98.89,379.39,265.5,96.14,"1,884.03",311.21,123.02,388.47
11:46:30 AM,17558.15,"15,018.61","20,524.04","16,814.27",193.75,"1,870.73",291.75,595.05,235.22,87.56,123.92,153.96,66.92,65.15,386.98,187.3,279.83,321.42,815.96,403.25,140.93,38.24,137.02,189.05,205.93,130.58,98.89,379.39,265.16,96.14,"1,884.03",311.21,123.02,388.47
11:46:35 AM,17550.25,"15,010.43","20,525.48","16,814.30",193.75,"1,870.73",291.75,594.84,235.22,87.56,123.91,153.95,66.92,65.15,386.98,187.3,279.83,321.42,815.31,402.75,140.89,38.24,137.03,189.1,205.93,130.58,98.89,379.39,265.19,96.14,"1,884.44",311.21,123.02,388.47
11:46:40 AM,17549.31,"15,010.01","20,523.06","16,813.19",193.75,"1,870.73",291.75,594.84,235.25,87.56,123.93,153.95,66.95,65.15,386.98,187.41,279.83,321.42,815.31,402.75,140.9,38.24,137.03,189.05,205.93,130.58,98.89,379.3,264.98,96.14,"1,884.00",311.21,123.02,388.47
11:46:45 AM,17559.5,"15,019.07","20,529.11","16,817.20",193.73,"1,870.73",291.75,594.84,235.25,87.49,123.94,153.96,66.95,65.15,386.98,187.29,279.83,321.42,815.93,403.25,140.92,38.24,137.03,189.06,205.93,130.59,98.83,379.3,265.5,96.14,"1,884.79",311.23,123.02,388.47
11:46:50 AM,17560.46,"15,020.19","20,529.38","16,818.18",193.73,"1,870.73",291.86,594.84,235.25,87.49,123.94,153.97,66.95,65.15,386.98,187.29,279.83,321.42,816,403.32,140.93,38.24,137.03,189,205.93,130.59,98.83,379.3,265.5,96.14,"1,884.63",311.23,123.02,388.47
11:46:55 AM,17559.93,"15,019.49","20,530.11","16,818.40",193.73,"1,870.73",291.86,594.84,235.23,87.49,123.94,153.97,66.95,65.15,386.98,187.29,279.83,321.42,815.94,403.29,140.91,38.24,137.03,188.96,205.93,130.59,98.83,379.32,265.53,96.14,"1,884.79",311.24,123.02,388.46
11:47:00 AM,17557.63,"15,017.90","20,528.12","16,818.41",193.73,"1,870.73",291.86,594.98,235.23,87.48,123.94,153.98,66.95,65.15,386.98,187.29,279.83,321.39,815.81,403.29,140.95,38.24,137.03,189.04,205.93,130.58,98.51,379.33,265.54,96.14,"1,884.20",311.24,123.02,388.43
11:47:05 AM,17551.79,"15,012.06","20,528.62","16,818.51",193.85,"1,870.73",291.86,594.98,235.27,87.48,123.94,153.97,66.95,65.15,386.98,187.29,279.83,321.39,815.35,402.82,140.9,38.24,137.03,189.04,205.93,130.58,98.83,379.3,265.51,96.15,"1,884.32",311.24,123.02,388.43
11:47:10 AM,17557.96,"15,018.27","20,528.25","16,818.72",193.85,"1,870.73",291.86,594.98,235.27,87.48,123.93,153.95,66.95,65.15,386.98,187.31,279.83,321.42,815.84,403.3,140.93,38.26,137.03,189.05,205.94,130.58,98.51,379.33,265.51,96.15,"1,884.16",311.24,123.02,388.44
11:47:15 AM,17549.69,"15,010.42","20,527.72","16,818.95",193.85,"1,870.73",291.87,594.98,235.29,87.48,123.95,154,66.94,65.15,386.98,187.31,279.79,321.42,815.21,402.8,140.93,38.26,136.99,189.13,205.93,130.58,98.51,379.33,265.51,96.15,"1,883.96",311.24,123.02,388.44
11:47:20 AM,17550.48,"15,011.60","20,525.67","16,817.96",193.85,"1,870.73",291.87,594.98,235.31,87.48,123.95,154,66.94,65.15,386.98,187.41,279.79,321.42,815.33,402.76,140.92,38.26,137,189.14,205.93,130.58,98.83,379.37,265.32,96.15,"1,883.60",311.24,123.02,388.44
11:47:25 AM,17556.99,"15,017.76","20,526.88","16,818.67",193.85,"1,870.73",291.87,594.88,235.34,87.48,123.93,154,66.92,65.15,386.98,187.28,279.79,321.42,815.8,403.26,140.92,38.26,137.02,189.1,205.93,130.58,98.51,379.37,265.51,96.15,"1,883.78",311.24,123.02,388.44
11:47:30 AM,17559.97,"15,020.24","20,528.18","16,818.67",193.85,"1,870.73",291.87,594.88,235.32,87.48,123.94,154.01,66.92,65.15,386.98,187.28,279.79,321.42,815.99,403.26,140.94,38.27,137.01,189.1,205.93,130.58,98.83,379.35,265.51,96.15,"1,884.16",311.24,123.02,388.44
11:47:35 AM,17560.14,"15,020.41","20,526.80","16,817.01",193.86,"1,870.73",291.87,594.88,235.34,87.48,123.93,154,66.92,65.15,386.98,187.28,279.79,321.39,816.04,403.29,140.95,38.26,137.01,189.14,205.93,130.58,98.85,379.38,265.34,96.15,"1,884.16",311.24,123.02,388.44
11:47:40 AM,17552,"15,012.18","20,526.47","16,815.63",193.86,"1,870.73",291.87,595,235.32,87.48,123.93,154,66.92,65.15,386.98,187.28,279.79,321.46,815.42,402.81,140.95,38.26,137.01,189.14,205.92,130.58,98.85,379.38,265.17,96.15,"1,884.40",311.24,123.02,388.44
11:47:45 AM,17559.56,"15,019.58","20,526.65","16,815.88",193.86,"1,870.73",291.87,595,235.3,87.48,123.93,154,66.92,65.15,386.98,187.29,279.79,321.43,816,403.32,140.95,38.26,136.75,189.17,205.92,130.58,98.85,379.38,265.2,96.15,"1,884.39",311.24,123.02,388.43
11:47:50 AM,17551.07,"15,011.59","20,528.68","16,819.45",193.86,"1,870.73",291.87,595.13,235.36,87.48,123.93,154,66.92,65.15,386.98,187.29,279.79,321.43,815.29,402.8,140.91,38.25,136.75,189.13,205.93,130.58,98.85,379.4,265.51,96.15,"1,884.11",311.24,123.02,388.45
11:47:55 AM,17547.65,"15,008.25","20,525.96","16,816.20",193.86,"1,870.73",291.87,595.13,235.4,87.48,123.94,154,66.92,65.15,386.98,187.29,279.79,321.45,815.1,402.76,140.95,38.27,136.73,189.16,205.93,130.58,98.53,379.44,265.17,96.15,"1,884.11",311.24,123.02,388.42
11:48:00 AM,17549.17,"15,009.48","20,526.95","16,816.47",193.74,"1,870.73",291.87,595.13,235.4,87.48,123.94,154,66.92,65.15,386.98,187.29,279.79,321.48,815.19,402.76,140.97,38.25,136.99,189.16,205.93,130.58,98.53,379.44,265.23,96.14,"1,884.34",311.22,123.02,388.42
11:48:05 AM,17551.46,"15,011.87","20,526.29","16,816.22",193.74,"1,870.73",291.87,595.13,235.4,87.48,123.93,154,66.91,65.15,386.98,187.28,279.79,321.45,815.39,402.78,140.97,38.25,136.98,189.13,205.94,130.58,98.85,379.42,265.24,96.14,"1,884.20",311.22,123.02,388.41
11:48:10 AM,17559.25,"15,019.61","20,526.92","16,817.41",193.85,"1,870.73",291.95,595.13,235.4,87.48,123.95,154.04,66.91,65.15,386.98,187.28,279.79,321.45,815.97,403.29,140.96,38.24,136.98,189.01,205.94,130.58,98.85,379.42,265.2,96.14,"1,884.10",311.22,123.02,388.48
11:48:15 AM,17550.57,"15,010.96","20,527.05","16,816.98",193.85,"1,870.73",291.96,595.13,235.36,87.48,123.95,154.04,66.91,65.15,386.98,187.28,279.79,321.45,815.3,402.77,140.95,38.24,136.98,189.02,205.87,130.58,98.85,379.38,265.17,96.14,"1,884.24",311.22,123.02,388.48
11:48:20 AM,17551.69,"15,012.06","20,529.96","16,820.46",193.85,"1,870.73",292.4,595.13,235.4,87.48,123.94,154.02,66.91,65.15,386.98,187.28,279.83,321.42,815.31,402.78,140.92,38.25,136.99,189.02,205.87,130.57,98.85,379.42,265.2,96.14,"1,884.24",311.22,123.02,388.37
11:48:25 AM,17556.59,"15,016.56","20,527.09","16,816.02",193.74,"1,870.73",291.96,595.13,235.4,87.47,123.94,154.02,66.91,65.15,386.98,187.28,279.83,321.42,815.76,403.25,140.96,38.25,136.99,189.02,205.87,130.57,98.54,379.39,265.17,96.14,"1,884.49",311.22,123.02,388.37
11:48:30 AM,17556.22,"15,016.21","20,525.04","16,813.57",193.74,"1,870.73",291.96,595.13,235.36,87.47,123.94,154.02,66.92,65.15,386.98,187.27,279.83,321.41,815.79,403.25,140.94,38.25,136.99,189.1,205.87,130.59,98.54,379.4,264.97,96.14,"1,884.49",311.22,123.02,388.33
11:48:35 AM,17557.69,"15,017.83","20,526.66","16,816.16",193.85,"1,870.73",291.96,595.13,235.36,87.47,123.94,154.01,66.91,65.15,386.98,187.3,279.79,321.41,815.86,403.3,140.94,38.24,136.98,189.13,205.94,130.59,98.54,379.42,265.17,96.14,"1,884.33",311.2,123.02,388.34
11:48:40 AM,17557.47,"15,017.58","20,526.30","16,815.64",193.85,"1,870.73",291.96,595.13,235.36,87.47,123.93,154.01,66.91,65.15,386.98,187.3,279.79,321.38,815.85,403.28,140.93,38.27,136.98,189.13,205.94,130.59,98.54,379.42,265.19,96.14,"1,884.35",311.37,122.91,388.34
11:48:45 AM,17548.29,"15,009.07","20,523.48","16,813.91",193.85,"1,870.73",291.96,595.13,235.4,87.47,123.94,154.04,66.91,65.15,386.98,187.3,279.79,321.38,815.22,402.79,140.95,38.27,136.98,189.11,205.94,130.59,98.53,379.42,265,96.14,"1,883.95",311.37,122.91,388.34
11:48:50 AM,17549.65,"15,009.94","20,528.19","16,817.90",193.8,"1,870.73",291.96,595.16,235.4,87.47,123.95,154.04,66.91,65.15,386.98,187.31,279.65,321.42,815.2,402.78,140.95,38.25,137.01,189.11,205.94,130.59,98.53,379.43,265.34,96.14,"1,884.35",311.39,122.91,388.47
11:48:55 AM,17549.08,"15,009.39","20,528.66","16,818.47",193.8,"1,870.73",291.96,595.16,235.38,87.47,123.94,154.02,66.91,65.15,386.98,187.43,279.65,321.42,815.14,402.82,140.93,38.26,136.75,189.11,205.93,130.59,98.53,379.5,265.31,96.14,"1,884.35",311.39,122.91,388.47
11:49:00 AM,17549,"15,009.13","20,527.08","16,815.93",193.91,"1,870.73",291.96,595.21,235.38,87.47,123.94,154.02,66.91,65.15,386.98,187.41,279.65,321.42,815.18,402.77,140.93,38.25,137,189.11,205.93,130.59,98.53,379.45,265.03,96.14,"1,884.50",311.39,122.91,388.47
11:49:05 AM,17550.97,"15,011.37","20,528.69","16,818.97",193.91,"1,870.73",291.96,595.21,235.4,87.46,123.93,154.01,66.91,65.15,386.98,187.41,279.65,321.42,815.29,402.74,140.92,38.26,137,189.06,205.93,130.59,98.84,379.5,265.3,96.14,"1,884.23",311.39,122.91,388.52
11:49:10 AM,17550.72,"15,011.12","20,527.69","16,817.78",193.91,"1,870.73",291.96,595.21,235.4,87.46,123.93,154,66.91,65.15,386.98,187.28,279.68,321.38,815.29,402.74,140.95,38.26,137,189.06,205.93,130.59,98.84,379.5,265.3,96.14,"1,884.23",311.39,122.91,388.49
11:49:15 AM,17550.07,"15,010.29","20,525.58","16,814.56",193.91,"1,870.73",291.96,595.21,235.4,87.48,123.91,153.96,66.91,65.15,386.98,187.28,279.65,321.41,815.3,402.73,140.98,38.25,137.01,189.06,205.93,130.59,98.84,379.5,265,96.17,"1,884.40",311.39,122.91,388.45
11:49:20 AM,17547.76,"15,008.09","20,525.86","16,815.09",193.91,"1,870.73",291.96,595.21,235.4,87.48,123.9,153.95,66.91,65.26,386.98,187.28,279.65,321.41,815.11,402.74,140.95,38.26,137,189.05,205.93,130.59,98.53,379.5,265.03,96.17,"1,884.35",311.39,122.91,388.46
