Time,TAIEX,Non-Finance Sub-index,Non-Electronics Sub-index,Non-Finance Non-Electronics Sub-Index,Cement,Food,Plastic,Textile,Electric Machinery,Electrical and Cable,"Chemical, Biotechnology, and Medical Care",Chemical,Biotechnology and Medical Care,Glass and Ceramic,Paper and Pulp,Iron and Steel,Rubber,Automobile,Electronics,Semiconductor,Computer and Peripheral Equipment,Optoelectronic,Communications and Internet,Electronic Parts/Components,Electronic Products Distribution,Information Service,Other Electronic,Building Material and Construction,Shipping and Transportation,Tourism,Finance and Insurance,Department Stores,"Oil, Gas and Electricity",Other
9:00:00 AM,17693.47,"15,157.71","20,507.52","16,819.23",194.8,"1,874.42",293.01,595.71,235.54,87.88,123.79,153.33,67.14,65.23,389.85,186.49,280.06,323.02,826.8,410.27,142.03,38.58,137.21,190.12,206.47,130.3,99.63,379.1,262.97,96.08,"1,878.00",311.64,123.04,390.1
9:00:05 AM,17657.76,"15,123.56","20,464.47","16,770.49",194.8,"1,872.64",290.86,595.37,235.37,87.81,123.84,153.5,67.11,64.6,389.24,185.72,280.06,321.48,825.17,409.51,141.85,38.54,136.94,189.23,206.2,130.21,99.57,378.95,261.29,96.05,"1,877.33",311.64,123.04,389.79
9:00:10 AM,17535.82,"15,005.41","20,444.82","16,750.68",194.48,"1,871.38",291.4,593.12,234.97,87.16,123.79,153.49,67.04,64.6,388.64,185.53,279.5,321.29,816.31,403.25,141.88,38.44,136.73,188.79,205.89,130.23,98.88,377.78,260.86,96.05,"1,876.43",311.27,123.04,388.67
9:00:15 AM,17512.21,"14,989.13","20,410.14","16,733.73",194.15,"1,869.81",291.21,590.78,234.21,87.16,123.63,153.31,66.94,64.69,388.64,185.31,279.32,323.67,815.39,403.02,141.33,38.38,136.56,188.38,205.18,130.33,98.77,377.68,260.61,95.76,"1,870.46",311.36,123.03,387.14
9:00:20 AM,17495.34,"14,976.49","20,390.78","16,724.48",193.98,"1,869.93",291.2,590.47,234.08,87.06,123.63,153.35,66.92,64.5,388.78,185.32,278.95,321.42,814.6,402.7,141,38.3,136.54,188.03,205.14,130.33,98.75,377.46,260.67,95.65,"1,867.07",311.03,123.02,387.05
9:00:25 AM,17493.3,"14,974.52","20,387.31","16,720.39",193.75,"1,869.93",291.18,590.47,234.18,87.1,123.62,153.33,66.92,64.5,388.6,185.1,278.93,321.45,814.53,402.65,140.93,38.27,136.84,187.9,205.11,130.34,98.75,377.56,260.59,95.65,"1,867.06",311.01,122.9,387.01
9:00:30 AM,17494.32,"14,976.33","20,383.41","16,718.64",193.75,"1,869.93",291.19,590.38,234.14,87.01,123.67,153.46,66.9,64.41,388.6,185.23,279.21,321.45,814.71,402.67,140.97,38.26,136.81,187.86,205.31,130.34,99.05,377.67,260.37,95.63,"1,866.35",311.01,122.9,386.85
9:00:35 AM,17502,"14,984.66","20,386.32","16,725.15",193.74,"1,869.93",291.29,590.39,234.28,87.01,123.69,153.51,66.9,64.41,388.29,185.22,279.05,321.42,815.23,403.19,140.95,38.24,136.79,187.95,205.36,130.34,98.74,377.61,260.87,95.66,"1,865.61",311.04,122.9,386.96
9:00:40 AM,17485.15,"14,971.15","20,369.83","16,716.08",193.51,"1,869.93",291.06,591.6,234.33,87.08,123.67,153.47,66.9,64.41,388.29,185.08,278.9,321.28,814.36,402.6,140.84,38.22,136.75,187.93,205.18,130.34,98.73,377.69,260.63,95.68,"1,863.01",311.04,122.9,386.16
9:00:45 AM,17497.29,"14,981.80","20,375.68","16,718.71",193.58,"1,869.93",291.18,591.6,234.31,87.07,123.71,153.57,66.89,64.41,388.29,185.03,279.17,321.27,815.14,403.14,140.77,38.22,136.78,188.16,205.21,130.34,98.74,377.65,260.76,95.67,"1,864.08",311.05,122.9,386.17
9:00:50 AM,17497.88,"14,982.88","20,374.79","16,719.43",193.58,"1,869.93",291.17,592.88,234.29,87.01,123.72,153.51,66.93,64.41,388.08,185.05,279.13,321.25,815.21,403.11,140.76,38.23,136.82,188.22,205.37,130.34,98.83,377.6,260.58,95.68,"1,863.64",310.9,122.9,386.52
9:00:55 AM,17508.19,"14,992.18","20,380.44","16,723.39",193.69,"1,869.86",291.16,591.92,234.26,87.02,123.75,153.59,66.94,64.41,388.08,185.25,279.13,321.25,815.86,403.65,140.87,38.21,136.81,188.16,205.29,130.34,98.73,377.57,260.84,95.67,"1,864.32",311.14,122.9,386.54
9:01:00 AM,17508.3,"14,992.31","20,379.09","16,721.91",193.69,"1,869.82",291.15,591.84,234.33,87.01,123.77,153.62,66.93,64.52,388.08,185.28,279.13,321.23,815.9,403.67,140.85,38.22,136.81,188.2,205.3,130.34,98.73,377.57,260.81,95.66,"1,864.29",310.44,122.9,386.54
9:01:05 AM,17509.51,"14,993.33","20,376.81","16,718.58",193.58,"1,869.10",291.14,591.87,234.11,87.13,123.75,153.55,66.96,64.52,387.94,185.17,278.97,321.25,816.05,403.7,140.84,38.21,136.79,188.12,205.44,130.28,99.04,377.5,260.77,95.65,"1,864.44",310.61,122.9,386.37
9:01:10 AM,17508.75,"14,991.85","20,380.85","16,720.73",194.03,"1,868.98",291.14,591.51,233.99,87.21,123.76,153.6,66.93,64.52,387.94,185.23,278.97,321.21,815.89,403.65,140.87,38.22,136.82,188.19,205.52,130.28,98.73,377.41,260.87,95.65,"1,865.09",310.62,122.9,386.42
9:01:15 AM,17507.04,"14,990.14","20,377.11","16,716.15",193.69,"1,867.47",291.15,591.5,233.94,87.21,123.79,153.67,66.93,64.63,387.94,185.12,279.08,321.2,815.86,403.63,140.84,38.22,136.87,188.18,205.41,130.28,98.73,377.37,260.8,95.65,"1,865.12",310.45,122.78,386.39
9:01:20 AM,17505.07,"14,988.79","20,378.18","16,719.46",193.63,"1,867.47",291.29,591.14,233.94,87.17,123.83,153.68,66.98,64.63,387.94,185.23,279.08,321.14,815.68,403.62,140.78,38.21,136.88,187.84,205.41,130.28,98.74,377.39,260.96,95.62,"1,864.62",310.45,122.78,386.45
9:01:25 AM,17501.25,"14,984.75","20,390.04","16,732.55",193.74,"1,867.10",291.37,591.13,233.92,87.18,123.81,153.64,66.98,64.63,387.94,185.28,279.74,321.14,815.07,403.12,140.78,38.21,136.87,187.93,205.41,130.28,98.75,377.4,261.9,95.71,"1,864.89",310.71,122.9,386.46
9:01:30 AM,17497.39,"14,982.04","20,381.15","16,725.74",193.58,"1,866.88",291.07,590.87,233.84,87.03,123.86,153.69,67.01,64.63,387.94,185.23,279.72,321.08,815.01,403.12,140.73,38.21,136.79,187.91,205.4,130.28,98.75,377.24,261.75,95.72,"1,863.96",310.42,122.9,386.46
9:01:35 AM,17506.89,"14,990.74","20,382.65","16,725.45",193.51,"1,867.17",290.96,590.87,233.86,87.04,123.83,153.69,66.98,64.63,387.94,185.2,279.67,321.08,815.7,403.67,140.69,38.21,136.75,187.94,205.47,130.26,98.73,377.24,261.87,95.7,"1,864.47",310.42,122.9,386.42
9:01:40 AM,17498.63,"14,983.54","20,384.26","16,730.55",193.51,"1,867.17",291.04,591.03,233.87,86.89,123.88,153.76,67,64.63,387.94,185.34,279.48,321.08,815.02,403.14,140.69,38.22,136.78,187.93,205.33,130.26,98.75,377.26,262.04,95.71,"1,863.69",310.63,122.9,386.65
9:01:45 AM,17506.59,"14,990.72","20,383.89","16,727.90",193.58,"1,867.17",291.04,591.02,233.91,86.89,123.95,153.77,67.08,64.74,387.91,185.34,278.94,321.09,815.64,403.71,140.6,38.22,136.73,187.78,205.4,130.22,98.74,377.37,261.88,95.7,"1,864.23",310.61,122.78,386.59
9:01:50 AM,17504.5,"14,989.86","20,380.07","16,727.65",193.58,"1,866.96",291.02,590.94,233.85,86.88,123.96,153.81,67.07,64.75,387.77,185.25,278.85,321.09,815.58,403.67,140.59,38.21,136.71,187.81,205.37,130.23,98.74,377.38,262.03,95.71,"1,863.18",310.42,122.78,386.59
9:01:55 AM,17506.71,"14,990.77","20,382.43","16,725.94",193.4,"1,866.96",291.01,590.97,233.91,86.83,123.95,153.81,67.05,64.75,387.77,185.37,278.85,321.08,815.69,403.77,140.55,38.22,136.73,187.77,205.46,130.28,98.74,377.42,261.87,95.71,"1,864.28",310.42,122.78,386.52
9:02:00 AM,17509.42,"14,993.00","20,383.35","16,725.54",193.51,"1,866.96",291.01,590.96,233.82,86.76,123.96,153.84,67.06,64.75,387.77,185.26,278.74,321.07,815.88,403.89,140.61,38.2,136.74,187.78,205.44,130.32,98.74,377.3,261.98,95.71,"1,864.65",310.4,122.78,386.48
9:02:05 AM,17496.03,"14,980.82","20,376.73","16,720.87",193.4,"1,867.08",290.93,590.88,233.97,86.81,123.87,153.74,67,64.75,387.8,185.23,278.92,321,815.02,403.27,140.65,38.21,136.76,187.57,205.45,130.32,98.75,377.26,261.85,95.71,"1,863.85",310.33,122.66,386.32
9:02:10 AM,17504.39,"14,988.01","20,379.48","16,720.61",193.5,"1,867.08",291.04,590.86,234,86.81,123.88,153.71,67.03,64.75,387.56,185.26,278.85,320.88,815.59,403.72,140.62,38.21,136.76,187.58,205.41,130.32,98.75,377.26,261.82,95.7,"1,864.72",310.59,122.66,386.02
9:02:15 AM,17501.48,"14,985.56","20,373.55","16,714.93",193.26,"1,866.72",290.81,590.68,233.99,86.73,123.91,153.72,67.05,64.71,387.56,185.27,278.75,320.86,815.52,403.67,140.6,38.23,136.76,187.58,205.13,130.32,98.75,377.25,261.55,95.7,"1,864.37",310.58,122.66,386.07
9:02:20 AM,17481.95,"14,967.58","20,355.58","16,697.45",193.26,"1,866.00",290.37,590.67,233.84,86.62,123.85,153.63,67.03,64.71,387.3,185.09,278.53,320.33,814.49,403.11,140.38,38.21,136.46,187.43,205.11,130.33,98.73,377.15,261.28,95.7,"1,863.40",310.15,122.3,385.69
9:02:25 AM,17480.33,"14,966.28","20,352.00","16,694.18",193.03,"1,866.16",290.45,590.64,233.83,86.63,123.83,153.54,67.07,64.72,387.3,184.83,278.34,320.06,814.46,403.09,140.41,38.22,136.45,187.4,205.06,130.33,98.71,377.11,261.24,95.7,"1,863.15",310.34,122.3,385.63
9:02:30 AM,17479.46,"14,965.78","20,352.93","16,696.56",193.14,"1,866.06",290.56,590.64,233.82,86.62,123.84,153.54,67.07,64.51,387.3,184.95,278.48,320.07,814.36,403.04,140.4,38.23,136.46,187.33,205.03,130.33,98.7,377.05,261.19,95.7,"1,862.84",310.76,122.3,385.65
9:02:35 AM,17468.73,"14,955.37","20,353.53","16,697.56",192.97,"1,865.20",290.57,590.56,233.8,86.53,123.81,153.47,67.08,64.72,387.3,184.95,278.49,320.1,813.52,402.53,140.35,38.23,136.48,187.36,205.03,130.33,98.38,377.06,261.26,95.68,"1,862.77",311.09,122.3,385.75
9:02:40 AM,17476.07,"14,962.32","20,354.21","16,697.58",193.15,"1,865.20",290.57,590.56,233.83,86.53,123.78,153.41,67.08,64.61,387.3,185.07,278.35,320.1,814.07,402.98,140.38,38.22,136.5,187.26,205.09,130.32,98.36,377.05,261.2,95.67,"1,862.97",310.91,122.3,385.77
9:02:45 AM,17465.61,"14,952.15","20,353.02","16,696.35",193.15,"1,865.20",290.57,590.55,233.81,86.59,123.79,153.4,67.09,64.72,387.3,184.9,278.35,320.04,813.3,402.46,140.36,38.17,136.43,187.22,205.1,130.32,98.36,377.04,261.14,95.67,"1,862.92",311.1,122.3,385.77
9:02:50 AM,17472.39,"14,958.86","20,353.39","16,697.11",193.09,"1,865.20",290.56,590.53,233.81,86.61,123.82,153.44,67.11,64.69,387.3,185.03,278.35,320.04,813.81,402.86,140.35,38.19,136.43,187.19,205.14,130.32,98.35,377.04,261.19,95.63,"1,862.84",311.1,122.3,385.7
9:02:55 AM,17466.04,"14,953.14","20,355.03","16,700.78",193.09,"1,865.20",290.67,589.99,233.89,86.55,123.81,153.45,67.09,64.58,387.3,185.02,278.22,320.02,813.28,402.38,140.38,38.18,136.43,187.37,205.13,130.32,98.36,377.04,261.2,95.62,"1,862.43",311.1,122.78,385.57
9:03:00 AM,17472.55,"14,959.32","20,356.00","16,701.30",193.09,"1,865.20",290.77,590.07,233.83,86.62,123.79,153.44,67.07,64.58,387.3,185.02,278.33,319.99,813.75,402.84,140.28,38.15,136.48,187.24,205.09,130.27,98.34,377.02,261.18,95.63,"1,862.58",311.1,122.78,385.54
9:03:05 AM,17466.15,"14,952.97","20,351.25","16,695.27",193.09,"1,863.66",290.66,590.35,233.83,86.63,123.78,153.42,67.07,64.58,387.3,185.01,278.24,319.95,813.38,402.37,140.25,38.16,136.51,187.31,205.06,130.23,98.73,376.75,260.85,95.62,"1,862.67",310.91,122.77,385.51
9:03:10 AM,17475.16,"14,962.30","20,351.61","16,697.60",193.09,"1,864.85",290.63,590.33,233.78,86.72,123.79,153.45,67.07,64.46,387.3,184.99,278.18,319.92,814.07,402.84,140.26,38.16,136.61,187.39,205.06,130.22,98.72,376.61,261.13,95.62,"1,862.21",310.99,122.77,385.47
9:03:15 AM,17473.64,"14,959.56","20,353.04","16,694.78",193.09,"1,864.85",290.63,590.33,233.81,86.72,123.73,153.37,67.04,64.57,387.3,184.99,278.35,319.94,813.91,402.86,140.25,38.15,136.6,187.37,205.12,130.22,98.41,376.62,260.79,95.62,"1,863.31",311.02,122.77,385.54
9:03:20 AM,17474.03,"14,960.18","20,354.51","16,697.40",193.09,"1,864.64",290.62,590.32,233.72,86.69,123.79,153.44,67.08,64.45,387.3,185.07,278.28,320.02,813.91,402.82,140.29,38.15,136.61,187.45,205.09,130.22,98.41,376.62,261.1,95.58,"1,863.10",310.68,122.77,385.55
9:03:25 AM,17465.88,"14,952.24","20,353.31","16,696.03",193.09,"1,864.79",290.64,589.92,233.74,86.78,123.79,153.45,67.07,64.45,387.3,185.19,278.24,320.03,813.31,402.35,140.26,38.17,136.64,187.45,205.07,130.22,98.42,376.57,260.96,95.54,"1,863.08",310.33,122.77,385.57
9:03:30 AM,17467.18,"14,954.13","20,350.84","16,695.34",193.09,"1,864.79",290.62,589.83,233.72,86.85,123.78,153.43,67.07,64.66,387.12,185.06,278.28,320.05,813.47,402.33,140.26,38.15,136.64,187.52,205.06,130.22,98.73,376.61,260.97,95.53,"1,862.53",310.33,122.77,385.56
9:03:35 AM,17469.19,"14,954.12","20,358.16","16,696.96",193.09,"1,864.79",290.74,589.83,233.69,86.86,123.78,153.47,67.04,64.67,387.12,185.06,278.27,320.05,813.44,402.35,140.22,38.14,136.61,187.46,205.06,130.22,98.72,376.64,261,95.53,"1,864.27",310.51,122.77,385.55
9:03:40 AM,17467.76,"14,952.12","20,361.65","16,698.94",193.09,"1,864.85",290.73,589.92,233.71,86.83,123.79,153.49,67.05,64.46,387.12,185.09,278.27,320.05,813.24,402.34,140.22,38.13,136.63,187.48,205.06,130.22,98.38,376.66,261.17,95.53,"1,864.80",310.51,122.77,385.59
9:03:45 AM,17477.4,"14,961.93","20,361.23","16,699.86",193.02,"1,864.85",290.72,589.92,233.77,86.75,123.79,153.44,67.08,64.46,387.12,185.2,278.27,320.11,813.99,402.84,140.25,38.13,136.64,187.58,204.99,130.21,98.45,376.62,261.25,95.53,"1,864.46",310.23,122.77,385.62
9:03:50 AM,17472.78,"14,957.69","20,363.79","16,703.93",193.13,"1,864.85",290.84,589.93,233.76,86.75,123.76,153.39,67.07,64.46,387.12,185.21,278.32,320.08,813.57,402.39,140.25,38.15,136.66,187.51,205.03,130.21,98.77,376.55,261.49,95.53,"1,864.21",310.49,122.77,385.63
9:03:55 AM,17470.95,"14,955.07","20,362.97","16,699.91",193.01,"1,864.85",290.4,589.85,233.87,86.75,123.76,153.38,67.07,64.46,387.12,185.27,278.32,320.09,813.45,402.39,140.27,38.16,136.66,187.52,205.08,130.21,98.49,376.54,261.48,95.51,"1,864.95",310.15,122.77,385.68
9:04:00 AM,17473.29,"14,956.46","20,365.65","16,699.88",193.01,"1,864.85",290.41,589.82,233.83,86.77,123.76,153.38,67.07,64.57,387.12,185.43,278.27,320.12,813.56,402.37,140.27,38.13,136.65,187.51,205.16,130.21,98.81,376.5,261.35,95.52,"1,865.74",310.15,122.77,385.69
9:04:05 AM,17473.91,"14,956.61","20,368.11","16,701.19",192.99,"1,864.85",290.4,589.8,233.75,86.75,123.75,153.37,67.07,64.57,387.12,185.45,278.27,320.09,813.54,402.43,140.33,38.13,136.66,187.61,205.16,130.21,98.49,376.39,261.54,95.51,"1,866.14",310.15,122.77,385.72
9:04:10 AM,17471.42,"14,953.95","20,365.48","16,697.22",192.99,"1,864.85",290.4,589.79,233.79,86.79,123.73,153.33,67.06,64.57,387.12,185.43,278.23,320.11,813.42,402.41,140.26,38.16,136.63,187.44,205.13,130.18,98.48,376.35,261.16,95.51,"1,866.34",310.15,122.77,385.69
9:04:15 AM,17478.54,"14,961.68","20,363.46","16,697.58",192.99,"1,864.85",290.42,589.79,233.81,86.79,123.74,153.33,67.07,64.67,387.12,185.34,278.06,320.08,814.02,402.92,140.2,38.15,136.63,187.41,205.13,130.18,98.47,376.58,261.56,95.51,"1,865.66",310.15,122.41,385.65
9:04:20 AM,17480.18,"14,962.87","20,363.52","16,696.19",192.93,"1,865.21",290.42,589.72,233.84,86.69,123.68,153.21,67.07,64.58,387.12,185.36,278.1,320.07,814.14,402.88,140.29,38.14,136.63,187.31,205.12,130.17,98.78,376.69,261.22,95.51,"1,866.02",310.15,122.65,385.69
9:04:25 AM,17480.16,"14,963.20","20,364.63","16,698.74",192.99,"1,865.21",290.42,589.72,233.86,86.61,123.64,153.12,67.08,64.57,387.12,185.37,278.19,320.07,814.11,402.91,140.33,38.15,136.63,187.53,205.13,130.15,98.47,376.66,261.5,95.52,"1,865.72",310.15,122.65,385.65
9:04:30 AM,17480.36,"14,962.36","20,365.87","16,696.51",192.97,"1,865.21",290.42,589.72,233.9,86.72,123.67,153.25,67.03,64.58,387.12,185.35,278.19,320.09,814.1,402.89,140.37,38.18,136.65,187.52,205.13,130.15,98.4,376.74,261.22,95.52,"1,866.63",310.15,122.65,385.64
9:04:35 AM,17478.75,"14,961.18","20,365.37","16,697.31",192.97,"1,865.00",290.42,589.99,233.9,86.71,123.71,153.3,67.05,64.6,387.24,185.44,277.9,320.08,813.99,402.84,140.32,38.16,136.65,187.49,205.17,130.15,98.4,376.73,261.23,95.52,"1,866.28",310.15,122.65,385.63
9:04:40 AM,17470.99,"14,953.70","20,366.66","16,699.23",192.98,"1,865.00",290.42,590.13,233.91,86.7,123.75,153.41,67.04,64.6,387.12,185.44,277.94,320.08,813.36,402.34,140.34,38.16,136.65,187.5,205.22,130.16,98.4,376.64,261.39,95.52,"1,866.19",310.15,122.65,385.63
9:04:45 AM,17481.88,"14,963.93","20,369.81","16,701.54",193.11,"1,864.78",290.42,590.14,233.9,86.7,123.78,153.41,67.07,64.6,387.12,185.43,277.94,320.08,814.11,402.92,140.29,38.18,136.71,187.47,205.24,130.16,98.4,376.59,261.59,95.51,"1,866.55",310.13,122.65,385.64
9:04:50 AM,17476.94,"14,957.91","20,373.79","16,701.97",193.11,"1,864.78",290.43,590.14,233.94,86.69,123.82,153.5,67.07,64.58,387.12,185.59,278.08,320.08,813.63,402.35,140.33,38.16,136.76,187.59,205.3,130.17,98.71,376.61,261.42,95.52,"1,867.60",310.13,122.65,385.71
9:04:55 AM,17477.76,"14,958.24","20,376.53","16,703.55",193.34,"1,864.78",290.51,589.88,233.91,86.7,123.8,153.47,67.08,64.58,387.12,185.58,278.08,320.08,813.62,402.34,140.37,38.16,136.74,187.58,205.27,130.17,98.72,376.78,261.42,95.51,"1,868.02",310.32,122.65,385.7
9:05:00 AM,17475.77,"14,956.52","20,372.72","16,699.79",193.34,"1,865.00",290.51,589.8,233.93,86.7,123.81,153.48,67.08,64.69,387.24,185.59,278.08,320.11,813.57,402.32,140.34,38.15,136.74,187.59,205.28,130.17,98.71,376.58,261.07,95.5,"1,867.82",310.15,122.65,385.71
9:05:05 AM,17477.36,"14,957.70","20,375.88","16,702.23",193.22,"1,865.00",290.51,589.93,234.01,86.69,123.82,153.46,67.1,64.69,387.24,185.62,278.04,320.22,813.6,402.32,140.39,38.17,136.74,187.64,205.29,130.19,98.69,376.6,261.3,95.49,"1,868.15",310.3,122.65,385.58
9:05:10 AM,17487.4,"14,967.43","20,379.28","16,706.01",193.65,"1,865.00",290.53,590.22,233.97,86.69,123.83,153.47,67.1,64.7,387.24,185.5,278.08,320.19,814.29,402.8,140.4,38.17,136.74,187.76,205.3,130.19,98.7,376.64,261.64,95.48,"1,868.22",310.32,122.53,385.66
9:05:15 AM,17487.33,"14,967.33","20,378.57","16,705.04",193.21,"1,865.00",290.53,590.48,233.96,86.67,123.82,153.45,67.1,64.69,387.24,185.63,278.11,320.16,814.3,402.81,140.39,38.17,136.75,187.74,205.29,130.19,98.69,376.59,261.63,95.48,"1,868.25",310.32,122.53,385.57
9:05:20 AM,17479.57,"14,959.20","20,379.80","16,704.56",193.21,"1,865.21",290.52,590.48,233.95,86.68,123.83,153.48,67.1,64.69,387.24,185.67,278.11,320.19,813.67,402.31,140.4,38.17,136.75,187.83,205.24,130.19,98.67,376.61,261.59,95.49,"1,868.72",310.05,122.53,385.58
9:05:25 AM,17488.77,"14,968.53","20,378.26","16,703.92",193.32,"1,865.21",290.42,590.48,233.98,86.69,123.84,153.5,67.1,64.8,387.24,185.71,278.07,320.16,814.42,402.77,140.5,38.17,137.01,187.83,205.26,130.14,98.69,376.56,261.64,95.48,"1,868.43",310.03,122.41,385.62
9:05:30 AM,17493.07,"14,971.94","20,386.79","16,711.28",193.38,"1,865.21",290.44,590.35,233.93,86.71,123.87,153.58,67.1,64.8,387.36,186.19,278.05,320.17,814.53,402.81,140.5,38.19,137.04,187.88,205.28,130.14,98.7,376.63,261.89,95.49,"1,869.12",310.03,122.41,385.75
9:05:35 AM,17495.05,"14,973.73","20,391.32","16,716.19",193.32,"1,865.21",290.42,590.43,234,86.72,123.93,153.66,67.12,64.82,387.36,186.28,278.09,320.17,814.56,402.81,140.54,38.16,137.04,187.95,205.39,130.14,98.7,376.68,262.23,95.5,"1,869.25",310.03,122.41,385.82
9:05:40 AM,17494.79,"14,973.69","20,388.83","16,713.95",193.43,"1,865.28",290.43,590.27,234,86.79,123.93,153.68,67.11,64.82,387.36,186.34,278.09,320.2,814.61,402.82,140.5,38.19,137.09,187.96,205.46,130.14,98.71,376.68,261.91,95.45,"1,869.07",310.03,122.41,385.82
9:05:45 AM,17498.47,"14,976.13","20,401.08","16,724.39",193.43,"1,866.73",290.44,590.59,233.95,86.79,123.95,153.71,67.12,64.82,387.24,186.33,278.25,320.2,814.57,402.82,140.5,38.19,137.08,187.89,205.53,130.14,98.7,376.72,262.4,95.45,"1,870.09",311.55,122.41,385.95
9:05:50 AM,17499.8,"14,977.08","20,401.08","16,723.18",193.43,"1,866.94",290.46,590.58,233.95,86.79,123.97,153.77,67.11,64.85,387.24,186.33,278.25,320.2,814.67,402.87,140.5,38.19,137.09,187.97,205.49,130.14,98.7,376.74,262.12,95.45,"1,870.39",311.72,122.41,386.07
9:05:55 AM,17500.8,"14,978.06","20,404.74","16,727.52",193.43,"1,866.94",290.45,590.84,233.94,86.79,124.01,153.83,67.12,64.85,387.24,186.34,278.29,320.2,814.66,402.88,140.55,38.2,136.82,188.04,205.54,130.16,98.7,376.69,262.54,95.45,"1,870.40",311.73,122.4,386.03
9:06:00 AM,17502.99,"14,979.98","20,409.56","16,732.51",193.32,"1,866.94",290.88,590.84,234.08,86.81,124.01,153.84,67.12,64.85,387.24,186.35,278.29,320.2,814.7,402.9,140.58,38.2,136.82,188.05,205.58,130.16,98.71,376.75,262.67,95.42,"1,870.59",311.73,122.4,385.99
9:06:05 AM,17506.49,"14,982.30","20,415.58","16,735.76",193.32,"1,866.94",290.99,590.84,234.03,86.83,124.02,153.82,67.14,64.85,387.38,186.35,278.29,320.2,814.81,402.96,140.58,38.2,136.85,188.08,205.67,130.16,98.71,376.65,262.92,95.44,"1,871.55",311.73,122.4,386
9:06:10 AM,17507.86,"14,983.48","20,417.76","16,737.81",193.56,"1,865.49",290.99,590.84,234.03,86.9,124.07,153.93,67.15,64.83,387.38,186.37,278.36,320.22,814.86,402.96,140.59,38.18,136.85,188.22,205.77,130.17,98.71,376.73,262.8,95.44,"1,871.69",311.69,122.52,386.21
9:06:15 AM,17510.48,"14,985.69","20,421.38","16,740.84",193.56,"1,865.21",291,590.84,234.09,86.9,124.11,153.95,67.18,64.83,387.38,186.63,278.36,320.25,814.97,403.02,140.61,38.22,136.86,188.16,205.81,130.17,98.71,376.69,262.84,95.44,"1,872.00",311.69,122.52,386.26
9:06:20 AM,17512.26,"14,986.95","20,425.95","16,744.54",193.68,"1,865.21",291.01,591.19,234.15,86.92,124.14,154.02,67.18,64.83,387.38,186.6,278.36,320.3,814.99,403.02,140.63,38.23,136.86,188.17,205.77,130.17,98.71,376.72,263.08,95.44,"1,872.43",311.69,122.52,386.28
9:06:25 AM,17513.28,"14,989.06","20,418.88","16,740.15",193.68,"1,868.11",290.57,590.93,234.1,86.91,124.12,154,67.16,64.83,387.38,186.63,278.36,320.31,815.25,403.09,140.63,38.21,136.86,188.23,205.62,130.17,99.03,376.7,263.02,95.46,"1,871.44",311.19,122.52,386.31
9:06:30 AM,17511.02,"14,986.29","20,419.61","16,739.01",193.75,"1,868.11",290.57,590.93,234.14,86.93,124.13,154.05,67.14,64.83,387.5,186.62,278.36,320.31,815.05,403.07,140.61,38.24,136.84,188.24,205.63,130.17,98.72,376.71,262.87,95.46,"1,871.93",311.21,122.52,386.27
9:06:35 AM,17511.89,"14,987.04","20,421.62","16,741.03",193.68,"1,868.11",290.57,590.93,234.14,86.95,124.12,154.01,67.15,64.94,387.5,186.37,278.36,320.34,815.07,403.06,140.59,38.25,136.85,188.28,205.56,130.17,98.72,376.67,263.24,95.47,"1,872.02",311.21,122.52,386.32
9:06:40 AM,17513.75,"14,987.98","20,425.55","16,742.55",193.75,"1,868.18",290.57,590.93,234.11,86.9,124.09,154,67.13,64.94,387.5,186.41,278.38,320.34,815.11,403.1,140.6,38.26,136.84,188.23,205.54,130.16,98.72,376.74,263.26,95.47,"1,872.80",311.24,122.52,386.49
9:06:45 AM,17512.64,"14,987.49","20,422.84","16,741.45",193.75,"1,868.04",290.57,590.93,234.18,86.91,124.16,154.02,67.19,64.82,387.5,186.36,278.38,320.31,815.1,403.1,140.57,38.25,136.84,188.23,205.58,130.16,98.72,376.75,263.11,95.47,"1,872.28",311.24,122.52,386.56
9:06:50 AM,17501.52,"14,977.55","20,416.94","16,737.76",193.75,"1,868.04",290.49,590.66,234.1,86.95,124.15,154,67.2,64.83,387.42,186.42,278.38,319.85,814.39,402.58,140.55,38.26,136.79,188.23,205.54,130.16,98.72,376.74,263.12,95.47,"1,871.46",310.99,122.4,386.52
9:06:55 AM,17499.68,"14,975.37","20,413.97","16,732.82",193.53,"1,867.96",290.47,590.66,234.1,86.82,124.16,154.01,67.21,64.83,387.42,186.08,278.34,319.57,814.33,402.59,140.46,38.23,136.76,188.23,205.54,130.16,98.72,376.76,263.12,95.48,"1,871.79",310.74,122.4,386.54
9:07:00 AM,17507.21,"14,982.81","20,412.25","16,731.06",193.42,"1,867.96",290.48,590.66,234.05,86.88,124.15,153.99,67.21,64.83,387.3,185.91,278.34,319.57,814.95,403.09,140.48,38.24,136.76,188.14,205.43,130.16,98.72,376.76,263.11,95.49,"1,871.72",310.74,122.4,386.53
9:07:05 AM,17506.89,"14,983.01","20,412.73","16,733.47",193.43,"1,867.96",290.48,590.66,234.12,86.81,124.14,153.94,67.22,64.83,387.3,186.04,278.31,319.57,814.92,403.1,140.48,38.24,136.75,188.01,205.47,130.16,98.74,376.77,263.36,95.49,"1,871.28",310.9,122.28,386.47
